Freq.	V(v0)
6.98425331584242e+01	(8.55160193969363e+00dB,-4.15295825865659e+01°)
7.00035368253180e+01	(8.54334866234444e+00dB,-4.15982904903081e+01°)
7.01649116439954e+01	(8.53507299058186e+00dB,-4.16670332842306e+01°)
7.03266584700496e+01	(8.52677490616016e+00dB,-4.17358106647496e+01°)
7.04887781610462e+01	(8.51845439104760e+00dB,-4.18046223276655e+01°)
7.06512715765276e+01	(8.51011142742716e+00dB,-4.18734679681708e+01°)
7.08141395780179e+01	(8.50174599769726e+00dB,-4.19423472808570e+01°)
7.09773830290268e+01	(8.49335808447239e+00dB,-4.20112599597235e+01°)
7.11410027950550e+01	(8.48494767058386e+00dB,-4.20802056981848e+01°)
7.13049997435981e+01	(8.47651473908044e+00dB,-4.21491841890785e+01°)
7.14693747441517e+01	(8.46805927322905e+00dB,-4.22181951246735e+01°)
7.16341286682156e+01	(8.45958125651540e+00dB,-4.22872381966779e+01°)
7.17992623892987e+01	(8.45108067264468e+00dB,-4.23563130962470e+01°)
7.19647767829236e+01	(8.44255750554215e+00dB,-4.24254195139912e+01°)
7.21306727266312e+01	(8.43401173935382e+00dB,-4.24945571399843e+01°)
7.22969510999851e+01	(8.42544335844706e+00dB,-4.25637256637720e+01°)
7.24636127845769e+01	(8.41685234741123e+00dB,-4.26329247743792e+01°)
7.26306586640300e+01	(8.40823869105823e+00dB,-4.27021541603191e+01°)
7.27980896240053e+01	(8.39960237442325e+00dB,-4.27714135096008e+01°)
7.29659065522049e+01	(8.39094338276516e+00dB,-4.28407025097380e+01°)
7.31341103383775e+01	(8.38226170156728e+00dB,-4.29100208477572e+01°)
7.33027018743228e+01	(8.37355731653782e+00dB,-4.29793682102059e+01°)
7.34716820538964e+01	(8.36483021361054e+00dB,-4.30487442831613e+01°)
7.36410517730144e+01	(8.35608037894524e+00dB,-4.31181487522384e+01°)
7.38108119296582e+01	(8.34730779892836e+00dB,-4.31875813025987e+01°)
7.39809634238791e+01	(8.33851246017350e+00dB,-4.32570416189584e+01°)
7.41515071578035e+01	(8.32969434952190e+00dB,-4.33265293855972e+01°)
7.43224440356373e+01	(8.32085345404308e+00dB,-4.33960442863668e+01°)
7.44937749636708e+01	(8.31198976103522e+00dB,-4.34655860046993e+01°)
7.46655008502836e+01	(8.30310325802579e+00dB,-4.35351542236159e+01°)
7.48376226059491e+01	(8.29419393277190e+00dB,-4.36047486257356e+01°)
7.50101411432398e+01	(8.28526177326093e+00dB,-4.36743688932839e+01°)
7.51830573768318e+01	(8.27630676771090e+00dB,-4.37440147081011e+01°)
7.53563722235098e+01	(8.26732890457100e+00dB,-4.38136857516517e+01°)
7.55300866021718e+01	(8.25832817252200e+00dB,-4.38833817050325e+01°)
7.57042014338342e+01	(8.24930456047674e+00dB,-4.39531022489816e+01°)
7.58787176416364e+01	(8.24025805758054e+00dB,-4.40228470638875e+01°)
7.60536361508461e+01	(8.23118865321162e+00dB,-4.40926158297975e+01°)
7.62289578888638e+01	(8.22209633698156e+00dB,-4.41624082264266e+01°)
7.64046837852278e+01	(8.21298109873565e+00dB,-4.42322239331666e+01°)
7.65808147716194e+01	(8.20384292855337e+00dB,-4.43020626290949e+01°)
7.67573517818675e+01	(8.19468181674868e+00dB,-4.43719239929834e+01°)
7.69342957519538e+01	(8.18549775387048e+00dB,-4.44418077033074e+01°)
7.71116476200176e+01	(8.17629073070296e+00dB,-4.45117134382544e+01°)
7.72894083263608e+01	(8.16706073826593e+00dB,-4.45816408757337e+01°)
7.74675788134531e+01	(8.15780776781521e+00dB,-4.46515896933848e+01°)
7.76461600259366e+01	(8.14853181084294e+00dB,-4.47215595685864e+01°)
7.78251529106310e+01	(8.13923285907795e+00dB,-4.47915501784662e+01°)
7.80045584165390e+01	(8.12991090448604e+00dB,-4.48615611999089e+01°)
7.81843774948505e+01	(8.12056593927030e+00dB,-4.49315923095662e+01°)
7.83646110989485e+01	(8.11119795587145e+00dB,-4.50016431838654e+01°)
7.85452601844136e+01	(8.10180694696806e+00dB,-4.50717134990187e+01°)
7.87263257090293e+01	(8.09239290547691e+00dB,-4.51418029310323e+01°)
7.89078086327869e+01	(8.08295582455319e+00dB,-4.52119111557155e+01°)
7.90897099178908e+01	(8.07349569759083e+00dB,-4.52820378486900e+01°)
7.92720305287635e+01	(8.06401251822269e+00dB,-4.53521826853990e+01°)
7.94547714320509e+01	(8.05450628032082e+00dB,-4.54223453411165e+01°)
7.96379335966268e+01	(8.04497697799673e+00dB,-4.54925254909563e+01°)
7.98215179935990e+01	(8.03542460560155e+00dB,-4.55627228098816e+01°)
8.00055255963136e+01	(8.02584915772629e+00dB,-4.56329369727138e+01°)
8.01899573803606e+01	(8.01625062920198e+00dB,-4.57031676541420e+01°)
8.03748143235789e+01	(8.00662901509994e+00dB,-4.57734145287325e+01°)
8.05600974060618e+01	(7.99698431073191e+00dB,-4.58436772709376e+01°)
8.07458076101615e+01	(7.98731651165021e+00dB,-4.59139555551052e+01°)
8.09319459204952e+01	(7.97762561364796e+00dB,-4.59842490554880e+01°)
8.11185133239497e+01	(7.96791161275911e+00dB,-4.60545574462529e+01°)
8.13055108096866e+01	(7.95817450525874e+00dB,-4.61248804014902e+01°)
8.14929393691482e+01	(7.94841428766305e+00dB,-4.61952175952230e+01°)
8.16807999960619e+01	(7.93863095672956e+00dB,-4.62655687014166e+01°)
8.18690936864462e+01	(7.92882450945717e+00dB,-4.63359333939878e+01°)
8.20578214386153e+01	(7.91899494308630e+00dB,-4.64063113468140e+01°)
8.22469842531851e+01	(7.90914225509893e+00dB,-4.64767022337431e+01°)
8.24365831330779e+01	(7.89926644321871e+00dB,-4.65471057286023e+01°)
8.26266190835282e+01	(7.88936750541103e+00dB,-4.66175215052078e+01°)
8.28170931120877e+01	(7.87944543988306e+00dB,-4.66879492373742e+01°)
8.30080062286306e+01	(7.86950024508379e+00dB,-4.67583885989237e+01°)
8.31993594453594e+01	(7.85953191970407e+00dB,-4.68288392636954e+01°)
8.33911537768097e+01	(7.84954046267665e+00dB,-4.68993009055551e+01°)
8.35833902398560e+01	(7.83952587317620e+00dB,-4.69697731984041e+01°)
8.37760698537168e+01	(7.82948815061925e+00dB,-4.70402558161892e+01°)
8.39691936399604e+01	(7.81942729466428e+00dB,-4.71107484329116e+01°)
8.41627626225098e+01	(7.80934330521164e+00dB,-4.71812507226366e+01°)
8.43567778276484e+01	(7.79923618240352e+00dB,-4.72517623595027e+01°)
8.45512402840256e+01	(7.78910592662396e+00dB,-4.73222830177313e+01°)
8.47461510226620e+01	(7.77895253849874e+00dB,-4.73928123716357e+01°)
8.49415110769549e+01	(7.76877601889537e+00dB,-4.74633500956311e+01°)
8.51373214826838e+01	(7.75857636892301e+00dB,-4.75338958642432e+01°)
8.53335832780161e+01	(7.74835358993238e+00dB,-4.76044493521181e+01°)
8.55302975035122e+01	(7.73810768351567e+00dB,-4.76750102340315e+01°)
8.57274652021314e+01	(7.72783865150646e+00dB,-4.77455781848983e+01°)
8.59250874192371e+01	(7.71754649597957e+00dB,-4.78161528797815e+01°)
8.61231652026028e+01	(7.70723121925100e+00dB,-4.78867339939018e+01°)
8.63216996024171e+01	(7.69689282387774e+00dB,-4.79573212026471e+01°)
8.65206916712896e+01	(7.68653131265767e+00dB,-4.80279141815818e+01°)
8.67201424642565e+01	(7.67614668862936e+00dB,-4.80985126064558e+01°)
8.69200530387859e+01	(7.66573895507197e+00dB,-4.81691161532140e+01°)
8.71204244547840e+01	(7.65530811550505e+00dB,-4.82397244980061e+01°)
8.73212577745999e+01	(7.64485417368834e+00dB,-4.83103373171951e+01°)
8.75225540630320e+01	(7.63437713362156e+00dB,-4.83809542873671e+01°)
8.77243143873332e+01	(7.62387699954432e+00dB,-4.84515750853404e+01°)
8.79265398172165e+01	(7.61335377593575e+00dB,-4.85221993881749e+01°)
8.81292314248611e+01	(7.60280746751440e+00dB,-4.85928268731815e+01°)
8.83323902849177e+01	(7.59223807923791e+00dB,-4.86634572179307e+01°)
8.85360174745144e+01	(7.58164561630287e+00dB,-4.87340901002628e+01°)
8.87401140732622e+01	(7.57103008414446e+00dB,-4.88047251982963e+01°)
8.89446811632611e+01	(7.56039148843627e+00dB,-4.88753621904375e+01°)
8.91497198291053e+01	(7.54972983508999e+00dB,-4.89460007553896e+01°)
8.93552311578894e+01	(7.53904513025510e+00dB,-4.90166405721621e+01°)
8.95612162392141e+01	(7.52833738031864e+00dB,-4.90872813200795e+01°)
8.97676761651917e+01	(7.51760659190483e+00dB,-4.91579226787910e+01°)
8.99746120304523e+01	(7.50685277187482e+00dB,-4.92285643282790e+01°)
9.01820249321491e+01	(7.49607592732633e+00dB,-4.92992059488690e+01°)
9.03899159699648e+01	(7.48527606559333e+00dB,-4.93698472212380e+01°)
9.05982862461169e+01	(7.47445319424569e+00dB,-4.94404878264237e+01°)
9.08071368653639e+01	(7.46360732108882e+00dB,-4.95111274458342e+01°)
9.10164689350110e+01	(7.45273845416331e+00dB,-4.95817657612560e+01°)
9.12262835649160e+01	(7.44184660174457e+00dB,-4.96524024548638e+01°)
9.14365818674951e+01	(7.43093177234243e+00dB,-4.97230372092294e+01°)
9.16473649577290e+01	(7.41999397470073e+00dB,-4.97936697073302e+01°)
9.18586339531687e+01	(7.40903321779697e+00dB,-4.98642996325588e+01°)
9.20703899739414e+01	(7.39804951084185e+00dB,-4.99349266687314e+01°)
9.22826341427564e+01	(7.38704286327884e+00dB,-5.00055505000971e+01°)
9.24953675849112e+01	(7.37601328478381e+00dB,-5.00761708113464e+01°)
9.27085914282972e+01	(7.36496078526451e+00dB,-5.01467872876203e+01°)
9.29223068034062e+01	(7.35388537486017e+00dB,-5.02173996145194e+01°)
9.31365148433357e+01	(7.34278706394104e+00dB,-5.02880074781121e+01°)
9.33512166837954e+01	(7.33166586310786e+00dB,-5.03586105649439e+01°)
9.35664134631131e+01	(7.32052178319146e+00dB,-5.04292085620457e+01°)
9.37821063222408e+01	(7.30935483525224e+00dB,-5.04998011569430e+01°)
9.39982964047605e+01	(7.29816503057964e+00dB,-5.05703880376645e+01°)
9.42149848568904e+01	(7.28695238069165e+00dB,-5.06409688927503e+01°)
9.44321728274912e+01	(7.27571689733434e+00dB,-5.07115434112613e+01°)
9.46498614680720e+01	(7.26445859248124e+00dB,-5.07821112827872e+01°)
9.48680519327961e+01	(7.25317747833292e+00dB,-5.08526721974555e+01°)
9.50867453784877e+01	(7.24187356731633e+00dB,-5.09232258459397e+01°)
9.53059429646378e+01	(7.23054687208432e+00dB,-5.09937719194682e+01°)
9.55256458534100e+01	(7.21919740551504e+00dB,-5.10643101098325e+01°)
9.57458552096472e+01	(7.20782518071141e+00dB,-5.11348401093958e+01°)
9.59665722008776e+01	(7.19643021100048e+00dB,-5.12053616111014e+01°)
9.61877979973205e+01	(7.18501250993291e+00dB,-5.12758743084813e+01°)
9.64095337718933e+01	(7.17357209128229e+00dB,-5.13463778956642e+01°)
9.66317807002168e+01	(7.16210896904461e+00dB,-5.14168720673840e+01°)
9.68545399606221e+01	(7.15062315743758e+00dB,-5.14873565189883e+01°)
9.70778127341568e+01	(7.13911467090007e+00dB,-5.15578309464464e+01°)
9.73016002045908e+01	(7.12758352409139e+00dB,-5.16282950463577e+01°)
9.75259035584230e+01	(7.11602973189075e+00dB,-5.16987485159598e+01°)
9.77507239848874e+01	(7.10445330939652e+00dB,-5.17691910531366e+01°)
9.79760626759597e+01	(7.09285427192563e+00dB,-5.18396223564266e+01°)
9.82019208263630e+01	(7.08123263501286e+00dB,-5.19100421250311e+01°)
9.84282996335748e+01	(7.06958841441020e+00dB,-5.19804500588218e+01°)
9.86552002978330e+01	(7.05792162608615e+00dB,-5.20508458583493e+01°)
9.88826240221424e+01	(7.04623228622500e+00dB,-5.21212292248506e+01°)
9.91105720122809e+01	(7.03452041122618e+00dB,-5.21915998602575e+01°)
9.93390454768060e+01	(7.02278601770352e+00dB,-5.22619574672044e+01°)
9.95680456270613e+01	(7.01102912248455e+00dB,-5.23323017490357e+01°)
9.97975736771829e+01	(6.99924974260974e+00dB,-5.24026324098145e+01°)
1.00027630844105e+02	(6.98744789533180e+00dB,-5.24729491543294e+01°)
1.00258218347569e+02	(6.97562359811493e+00dB,-5.25432516881030e+01°)
1.00489337410127e+02	(6.96377686863408e+00dB,-5.26135397173992e+01°)
1.00720989257147e+02	(6.95190772477417e+00dB,-5.26838129492311e+01°)
1.00953175116827e+02	(6.94001618462934e+00dB,-5.27540710913683e+01°)
1.01185896220191e+02	(6.92810226650218e+00dB,-5.28243138523448e+01°)
1.01419153801104e+02	(6.91616598890294e+00dB,-5.28945409414663e+01°)
1.01652949096275e+02	(6.90420737054877e+00dB,-5.29647520688181e+01°)
1.01887283345262e+02	(6.89222643036290e+00dB,-5.30349469452719e+01°)
1.02122157790483e+02	(6.88022318747381e+00dB,-5.31051252824936e+01°)
1.02357573677219e+02	(6.86819766121448e+00dB,-5.31752867929508e+01°)
1.02593532253621e+02	(6.85614987112156e+00dB,-5.32454311899197e+01°)
1.02830034770719e+02	(6.84407983693449e+00dB,-5.33155581874928e+01°)
1.03067082482424e+02	(6.83198757859477e+00dB,-5.33856675005858e+01°)
1.03304676645540e+02	(6.81987311624500e+00dB,-5.34557588449449e+01°)
1.03542818519769e+02	(6.80773647022814e+00dB,-5.35258319371540e+01°)
1.03781509367714e+02	(6.79557766108661e+00dB,-5.35958864946417e+01°)
1.04020750454890e+02	(6.78339670956142e+00dB,-5.36659222356885e+01°)
1.04260543049730e+02	(6.77119363659133e+00dB,-5.37359388794333e+01°)
1.04500888423591e+02	(6.75896846331199e+00dB,-5.38059361458812e+01°)
1.04741787850759e+02	(6.74672121105499e+00dB,-5.38759137559096e+01°)
1.04983242608460e+02	(6.73445190134706e+00dB,-5.39458714312755e+01°)
1.05225253976863e+02	(6.72216055590914e+00dB,-5.40158088946222e+01°)
1.05467823239087e+02	(6.70984719665547e+00dB,-5.40857258694859e+01°)
1.05710951681211e+02	(6.69751184569270e+00dB,-5.41556220803027e+01°)
1.05954640592277e+02	(6.68515452531898e+00dB,-5.42254972524151e+01°)
1.06198891264301e+02	(6.67277525802303e+00dB,-5.42953511120785e+01°)
1.06443704992274e+02	(6.66037406648324e+00dB,-5.43651833864681e+01°)
1.06689083074175e+02	(6.64795097356668e+00dB,-5.44349938036850e+01°)
1.06935026810974e+02	(6.63550600232829e+00dB,-5.45047820927630e+01°)
1.07181537506640e+02	(6.62303917600977e+00dB,-5.45745479836747e+01°)
1.07428616468148e+02	(6.61055051803876e+00dB,-5.46442912073382e+01°)
1.07676265005486e+02	(6.59804005202784e+00dB,-5.47140114956233e+01°)
1.07924484431663e+02	(6.58550780177358e+00dB,-5.47837085813574e+01°)
1.08173276062712e+02	(6.57295379125556e+00dB,-5.48533821983325e+01°)
1.08422641217703e+02	(6.56037804463541e+00dB,-5.49230320813104e+01°)
1.08672581218745e+02	(6.54778058625584e+00dB,-5.49926579660295e+01°)
1.08923097390994e+02	(6.53516144063965e+00dB,-5.50622595892107e+01°)
1.09174191062662e+02	(6.52252063248874e+00dB,-5.51318366885632e+01°)
1.09425863565024e+02	(6.50985818668312e+00dB,-5.52013890027907e+01°)
1.09678116232421e+02	(6.49717412827994e+00dB,-5.52709162715970e+01°)
1.09930950402272e+02	(6.48446848251244e+00dB,-5.53404182356922e+01°)
1.10184367415079e+02	(6.47174127478897e+00dB,-5.54098946367982e+01°)
1.10438368614434e+02	(6.45899253069196e+00dB,-5.54793452176548e+01°)
1.10692955347025e+02	(6.44622227597696e+00dB,-5.55487697220247e+01°)
1.10948128962646e+02	(6.43343053657153e+00dB,-5.56181678947000e+01°)
1.11203890814203e+02	(6.42061733857425e+00dB,-5.56875394815070e+01°)
1.11460242257718e+02	(6.40778270825375e+00dB,-5.57568842293124e+01°)
1.11717184652342e+02	(6.39492667204756e+00dB,-5.58262018860281e+01°)
1.11974719360359e+02	(6.38204925656117e+00dB,-5.58954922006171e+01°)
1.12232847747190e+02	(6.36915048856691e+00dB,-5.59647549230988e+01°)
1.12491571181408e+02	(6.35623039500297e+00dB,-5.60339898045541e+01°)
1.12750891034738e+02	(6.34328900297227e+00dB,-5.61031965971308e+01°)
1.13010808682069e+02	(6.33032633974147e+00dB,-5.61723750540486e+01°)
1.13271325501457e+02	(6.31734243273985e+00dB,-5.62415249296047e+01°)
1.13532442874137e+02	(6.30433730955833e+00dB,-5.63106459791784e+01°)
1.13794162184527e+02	(6.29131099794827e+00dB,-5.63797379592362e+01°)
1.14056484820238e+02	(6.27826352582052e+00dB,-5.64488006273372e+01°)
1.14319412172077e+02	(6.26519492124428e+00dB,-5.65178337421373e+01°)
1.14582945634059e+02	(6.25210521244602e+00dB,-5.65868370633949e+01°)
1.14847086603413e+02	(6.23899442780841e+00dB,-5.66558103519750e+01°)
1.15111836480587e+02	(6.22586259586921e+00dB,-5.67247533698541e+01°)
1.15377196669259e+02	(6.21270974532023e+00dB,-5.67936658801255e+01°)
1.15643168576342e+02	(6.19953590500617e+00dB,-5.68625476470029e+01°)
1.15909753611993e+02	(6.18634110392355e+00dB,-5.69313984358259e+01°)
1.16176953189619e+02	(6.17312537121960e+00dB,-5.70002180130641e+01°)
1.16444768725887e+02	(6.15988873619118e+00dB,-5.70690061463216e+01°)
1.16713201640726e+02	(6.14663122828363e+00dB,-5.71377626043414e+01°)
1.16982253357341e+02	(6.13335287708968e+00dB,-5.72064871570099e+01°)
1.17251925302219e+02	(6.12005371234836e+00dB,-5.72751795753611e+01°)
1.17522218905133e+02	(6.10673376394383e+00dB,-5.73438396315807e+01°)
1.17793135599152e+02	(6.09339306190429e+00dB,-5.74124670990107e+01°)
1.18064676820651e+02	(6.08003163640087e+00dB,-5.74810617521531e+01°)
1.18336844009313e+02	(6.06664951774645e+00dB,-5.75496233666742e+01°)
1.18609638608141e+02	(6.05324673639462e+00dB,-5.76181517194085e+01°)
1.18883062063467e+02	(6.03982332293846e+00dB,-5.76866465883627e+01°)
1.19157115824953e+02	(6.02637930810945e+00dB,-5.77551077527198e+01°)
1.19431801345605e+02	(6.01291472277633e+00dB,-5.78235349928427e+01°)
1.19707120081779e+02	(5.99942959794398e+00dB,-5.78919280902778e+01°)
1.19983073493187e+02	(5.98592396475224e+00dB,-5.79602868277595e+01°)
1.20259663042907e+02	(5.97239785447477e+00dB,-5.80286109892129e+01°)
1.20536890197389e+02	(5.95885129851797e+00dB,-5.80969003597581e+01°)
1.20814756426464e+02	(5.94528432841974e+00dB,-5.81651547257137e+01°)
1.21093263203350e+02	(5.93169697584841e+00dB,-5.82333738745998e+01°)
1.21372412004664e+02	(5.91808927260157e+00dB,-5.83015575951421e+01°)
1.21652204310423e+02	(5.90446125060484e+00dB,-5.83697056772749e+01°)
1.21932641604060e+02	(5.89081294191085e+00dB,-5.84378179121445e+01°)
1.22213725372425e+02	(5.87714437869801e+00dB,-5.85058940921125e+01°)
1.22495457105795e+02	(5.86345559326934e+00dB,-5.85739340107592e+01°)
1.22777838297885e+02	(5.84974661805132e+00dB,-5.86419374628863e+01°)
1.23060870445852e+02	(5.83601748559278e+00dB,-5.87099042445207e+01°)
1.23344555050303e+02	(5.82226822856370e+00dB,-5.87778341529167e+01°)
1.23628893615307e+02	(5.80849887975401e+00dB,-5.88457269865599e+01°)
1.23913887648397e+02	(5.79470947207252e+00dB,-5.89135825451694e+01°)
1.24199538660585e+02	(5.78090003854566e+00dB,-5.89814006297010e+01°)
1.24485848166363e+02	(5.76707061231640e+00dB,-5.90491810423502e+01°)
1.24772817683715e+02	(5.75322122664300e+00dB,-5.91169235865545e+01°)
1.25060448734127e+02	(5.73935191489791e+00dB,-5.91846280669965e+01°)
1.25348742842588e+02	(5.72546271056658e+00dB,-5.92522942896064e+01°)
1.25637701537606e+02	(5.71155364724627e+00dB,-5.93199220615648e+01°)
1.25927326351210e+02	(5.69762475864491e+00dB,-5.93875111913048e+01°)
1.26217618818963e+02	(5.68367607857992e+00dB,-5.94550614885151e+01°)
1.26508580479966e+02	(5.66970764097706e+00dB,-5.95225727641418e+01°)
1.26800212876869e+02	(5.65571947986919e+00dB,-5.95900448303912e+01°)
1.27092517555879e+02	(5.64171162939518e+00dB,-5.96574775007321e+01°)
1.27385496066765e+02	(5.62768412379870e+00dB,-5.97248705898978e+01°)
1.27679149962870e+02	(5.61363699742706e+00dB,-5.97922239138886e+01°)
1.27973480801118e+02	(5.59957028473002e+00dB,-5.98595372899737e+01°)
1.28268490142023e+02	(5.58548402025864e+00dB,-5.99268105366937e+01°)
1.28564179549693e+02	(5.57137823866410e+00dB,-5.99940434738621e+01°)
1.28860550591844e+02	(5.55725297469653e+00dB,-6.00612359225675e+01°)
1.29157604839808e+02	(5.54310826320381e+00dB,-6.01283877051761e+01°)
1.29455343868535e+02	(5.52894413913044e+00dB,-6.01954986453326e+01°)
1.29753769256608e+02	(5.51476063751638e+00dB,-6.02625685679627e+01°)
1.30052882586250e+02	(5.50055779349579e+00dB,-6.03295972992746e+01°)
1.30352685443328e+02	(5.48633564229598e+00dB,-6.03965846667610e+01°)
1.30653179417368e+02	(5.47209421923612e+00dB,-6.04635304992003e+01°)
1.30954366101560e+02	(5.45783355972620e+00dB,-6.05304346266586e+01°)
1.31256247092765e+02	(5.44355369926574e+00dB,-6.05972968804913e+01°)
1.31558823991525e+02	(5.42925467344271e+00dB,-6.06641170933441e+01°)
1.31862098402074e+02	(5.41493651793227e+00dB,-6.07308950991551e+01°)
1.32166071932342e+02	(5.40059926849570e+00dB,-6.07976307331556e+01°)
1.32470746193967e+02	(5.38624296097919e+00dB,-6.08643238318720e+01°)
1.32776122802301e+02	(5.37186763131267e+00dB,-6.09309742331266e+01°)
1.33082203376421e+02	(5.35747331550863e+00dB,-6.09975817760391e+01°)
1.33388989539135e+02	(5.34306004966104e+00dB,-6.10641463010279e+01°)
1.33696482916993e+02	(5.32862786994404e+00dB,-6.11306676498108e+01°)
1.34004685140295e+02	(5.31417681261094e+00dB,-6.11971456654064e+01°)
1.34313597843097e+02	(5.29970691399293e+00dB,-6.12635801921354e+01°)
1.34623222663225e+02	(5.28521821049805e+00dB,-6.13299710756208e+01°)
1.34933561242277e+02	(5.27071073860986e+00dB,-6.13963181627896e+01°)
1.35244615225640e+02	(5.25618453488646e+00dB,-6.14626213018732e+01°)
1.35556386262489e+02	(5.24163963595923e+00dB,-6.15288803424084e+01°)
1.35868876005803e+02	(5.22707607853170e+00dB,-6.15950951352382e+01°)
1.36182086112373e+02	(5.21249389937841e+00dB,-6.16612655325123e+01°)
1.36496018242808e+02	(5.19789313534378e+00dB,-6.17273913876882e+01°)
1.36810674061542e+02	(5.18327382334088e+00dB,-6.17934725555314e+01°)
1.37126055236852e+02	(5.16863600035040e+00dB,-6.18595088921161e+01°)
1.37442163440856e+02	(5.15397970341940e+00dB,-6.19255002548259e+01°)
1.37759000349529e+02	(5.13930496966022e+00dB,-6.19914465023538e+01°)
1.38076567642708e+02	(5.12461183624937e+00dB,-6.20573474947034e+01°)
1.38394867004104e+02	(5.10990034042628e+00dB,-6.21232030931884e+01°)
1.38713900121308e+02	(5.09517051949230e+00dB,-6.21890131604336e+01°)
1.39033668685801e+02	(5.08042241080946e+00dB,-6.22547775603746e+01°)
1.39354174392966e+02	(5.06565605179940e+00dB,-6.23204961582588e+01°)
1.39675418942091e+02	(5.05087147994219e+00dB,-6.23861688206447e+01°)
1.39997404036383e+02	(5.03606873277526e+00dB,-6.24517954154026e+01°)
1.40320131382974e+02	(5.02124784789220e+00dB,-6.25173758117146e+01°)
1.40643602692934e+02	(5.00640886294172e+00dB,-6.25829098800745e+01°)
1.40967819681275e+02	(4.99155181562646e+00dB,-6.26483974922876e+01°)
1.41292784066963e+02	(4.97667674370189e+00dB,-6.27138385214714e+01°)
1.41618497572926e+02	(4.96178368497521e+00dB,-6.27792328420544e+01°)
1.41944961926067e+02	(4.94687267730423e+00dB,-6.28445803297770e+01°)
1.42272178857264e+02	(4.93194375859624e+00dB,-6.29098808616907e+01°)
1.42600150101392e+02	(4.91699696680692e+00dB,-6.29751343161577e+01°)
1.42928877397320e+02	(4.90203233993923e+00dB,-6.30403405728513e+01°)
1.43258362487928e+02	(4.88704991604230e+00dB,-6.31054995127549e+01°)
1.43588607120112e+02	(4.87204973321034e+00dB,-6.31706110181619e+01°)
1.43919613044798e+02	(4.85703182958150e+00dB,-6.32356749726755e+01°)
1.44251382016946e+02	(4.84199624333685e+00dB,-6.33006912612075e+01°)
1.44583915795561e+02	(4.82694301269924e+00dB,-6.33656597699787e+01°)
1.44917216143705e+02	(4.81187217593220e+00dB,-6.34305803865177e+01°)
1.45251284828502e+02	(4.79678377133888e+00dB,-6.34954529996606e+01°)
1.45586123621153e+02	(4.78167783726095e+00dB,-6.35602774995502e+01°)
1.45921734296938e+02	(4.76655441207751e+00dB,-6.36250537776353e+01°)
1.46258118635233e+02	(4.75141353420407e+00dB,-6.36897817266702e+01°)
1.46595278419512e+02	(4.73625524209141e+00dB,-6.37544612407136e+01°)
1.46933215437365e+02	(4.72107957422452e+00dB,-6.38190922151280e+01°)
1.47271931480500e+02	(4.70588656912156e+00dB,-6.38836745465788e+01°)
1.47611428344755e+02	(4.69067626533277e+00dB,-6.39482081330334e+01°)
1.47951707830108e+02	(4.67544870143944e+00dB,-6.40126928737602e+01°)
1.48292771740688e+02	(4.66020391605279e+00dB,-6.40771286693276e+01°)
1.48634621884782e+02	(4.64494194781301e+00dB,-6.41415154216033e+01°)
1.48977260074845e+02	(4.62966283538809e+00dB,-6.42058530337526e+01°)
1.49320688127511e+02	(4.61436661747288e+00dB,-6.42701414102379e+01°)
1.49664907863601e+02	(4.59905333278799e+00dB,-6.43343804568172e+01°)
1.50009921108133e+02	(4.58372302007877e+00dB,-6.43985700805431e+01°)
1.50355729690334e+02	(4.56837571811424e+00dB,-6.44627101897615e+01°)
1.50702335443647e+02	(4.55301146568609e+00dB,-6.45268006941104e+01°)
1.51049740205740e+02	(4.53763030160767e+00dB,-6.45908415045183e+01°)
1.51397945818519e+02	(4.52223226471287e+00dB,-6.46548325332034e+01°)
1.51746954128136e+02	(4.50681739385520e+00dB,-6.47187736936718e+01°)
1.52096766984997e+02	(4.49138572790675e+00dB,-6.47826649007161e+01°)
1.52447386243776e+02	(4.47593730575711e+00dB,-6.48465060704142e+01°)
1.52798813763422e+02	(4.46047216631243e+00dB,-6.49102971201276e+01°)
1.53151051407167e+02	(4.44499034849440e+00dB,-6.49740379685000e+01°)
1.53504101042541e+02	(4.42949189123919e+00dB,-6.50377285354555e+01°)
1.53857964541378e+02	(4.41397683349652e+00dB,-6.51013687421972e+01°)
1.54212643779827e+02	(4.39844521422864e+00dB,-6.51649585112058e+01°)
1.54568140638362e+02	(4.38289707240934e+00dB,-6.52284977662372e+01°)
1.54924457001792e+02	(4.36733244702293e+00dB,-6.52919864323216e+01°)
1.55281594759270e+02	(4.35175137706331e+00dB,-6.53554244357613e+01°)
1.55639555804306e+02	(4.33615390153292e+00dB,-6.54188117041290e+01°)
1.55998342034774e+02	(4.32054005944187e+00dB,-6.54821481662658e+01°)
1.56357955352921e+02	(4.30490988980683e+00dB,-6.55454337522800e+01°)
1.56718397665384e+02	(4.28926343165021e+00dB,-6.56086683935444e+01°)
1.57079670883189e+02	(4.27360072399907e+00dB,-6.56718520226950e+01°)
1.57441776921773e+02	(4.25792180588423e+00dB,-6.57349845736286e+01°)
1.57804717700985e+02	(4.24222671633930e+00dB,-6.57980659815012e+01°)
1.58168495145102e+02	(4.22651549439971e+00dB,-6.58610961827257e+01°)
1.58533111182834e+02	(4.21078817910180e+00dB,-6.59240751149702e+01°)
1.58898567747341e+02	(4.19504480948184e+00dB,-6.59870027171554e+01°)
